id|persona_id|cargo|fecha|fecha_final|activo|usercreated|usermodified|created_at|updated_at
17|90|Otros Servicios Secretario General Gobernación de Santander Gobernación de Santander|16/02/1977|16/08/1978|1|NA|NA|2009-12-16T22:50:24Z|2009-12-16T22:50:24Z
18|90|Educacion y Conocimiento Secretario Facultad de Derecho Universidad Autonoma de Bucaramanga|15/01/1976|NA|1|NA|NA|2009-12-16T22:56:23Z|2009-12-16T22:56:23Z
19|90|Educacion y Conocimiento Profesor Universitario Universidad Autonoma de Bucaramanga|15/01/1976|15/12/1987|1|NA|NA|2009-12-16T22:56:23Z|2009-12-16T22:56:23Z
20|90|Otros Servicios Director Ejecutivo FUNDESAN Fundación para el Desarrollo de Santander|16/06/1976|16/12/1989|1|NA|NA|2009-12-16T22:56:23Z|2009-12-16T22:56:23Z
21|90|Otros Servicios Investigador Programa Institucional en Desarrollo FEDESARROLLO|16/06/1973|16/12/1974|1|NA|NA|2009-12-16T23:31:13Z|2009-12-16T23:31:13Z
22|90|Otros Servicios Redactor Sección Internacional EL TIEMPO Diario EL TIEMPO|16/07/1970|16/03/1972|1|NA|NA|2009-12-16T23:31:13Z|2009-12-16T23:31:13Z
23|142|Otros Servicios Coordinadora Nacional de Capacitación MIRA|NA|NA|1|NA|NA|2010-01-13T17:30:06Z|2010-01-13T17:30:06Z
24|142|Otros Servicios Directora Política Nacional MIRA|NA|NA|1|NA|NA|2010-01-13T17:30:07Z|2010-01-13T17:30:07Z
25|11|Educacion y Conocimiento Asesor Consultor del Banco Interamericano de Desarrollo B|NA|NA|1|NA|NA|2010-01-13T18:12:17Z|2010-01-13T18:12:17Z
27|295|Educacion y Conocimiento profesor de cátedra Universidad de la Sabana|01/01/2007|30/06/2009|1|NA|NA|2010-01-13T19:43:38Z|2010-01-13T19:43:38Z
28|295|Educacion y Conocimiento Investigador Georgetown University|01/01/2005|31/12/2007|1|NA|NA|2010-01-13T19:43:38Z|2010-01-13T19:43:38Z
29|295|Otros Servicios Director TGI fridays|01/01/2007|31/12/2009|1|NA|NA|2010-01-13T19:43:38Z|2010-01-13T19:43:38Z
30|60|Otros Servicios Abogada Litigante Independiente|20/01/1999|06/12/2001|1|NA|NA|2010-01-14T20:43:59Z|2010-01-14T20:47:57Z
31|77|Educacion y Conocimiento Profesor de tiempo completo Universidad Nacional de Colombia sede Manizales|01/01/1976|30/06/2002|1|NA|NA|2010-01-15T21:28:55Z|2010-01-15T21:28:55Z
32|77|Agricola Coordinador Nacional Unión Cafetera|01/01/1985|31/12/1992|1|NA|NA|2010-01-15T21:28:55Z|2010-01-15T21:28:55Z
33|77|Ingenieria y Servicios de Construccion Miembro Comité Técnico Consejo de Monumentos Nacionales|01/01/1996|30/06/2002|1|NA|NA|2010-01-15T21:28:55Z|2010-01-15T21:28:55Z
279|99|Otros Servicios Director Departamento Jurídico y de Relaciones Industriales del Banco de Caldas Banco de Caldas|15/11/1968|06/10/1972|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T17:01:53Z
347|1214|Estatal Director General (E) y Secretario General de Junta Directiva Fondo Rotatorio de Aduanas|01/11/1983|31/01/1985|1|NA|NA|2010-01-17T17:35:01Z|2010-04-08T21:13:12Z
348|1214|Estatal Director General del Trabajo Ministerio del Trabajo y Seguridad Social|01/01/1985|30/09/1985|1|NA|NA|2010-01-17T17:35:01Z|2010-04-08T21:13:12Z
280|99|Estatal Delegado con Rango de Embajador Plenipotenciario al Congreso de Países No Alineados Gobierno Nacional|28/05/1983|10/06/1983|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T17:01:53Z
281|99|Estatal Delegado con Rango de Embajador Plenipotenciario al Grupo de Consulta de París Gobierno Nacional|12/08/1983|10/09/1983|1|NA|NA|2010-01-17T17:35:00Z|2010-01-30T17:01:53Z
282|99|Estatal Miembro Junta Directiva Beneficencia de Manizales Municipio de Manizales|01/01/1980|31/12/1980|1|NA|NA|2010-01-17T17:35:01Z|2010-01-30T17:01:53Z
571|162|Otros Servicios Psiquiatra Practica Privada|01/01/1972|31/12/2006|1|NA|NA|2010-02-09T19:08:47Z|2010-02-09T19:08:47Z
417|1295|Estatal Subgerente Gestión urbana y asistencia técnica Inurbe-Ministerio de Desarrollo Económico|02/04/2001|01/04/2002|1|NA|NA|2010-01-17T17:35:02Z|2010-04-08T21:22:56Z
419|1295|Estatal Alcalde Local Encargado Alcaldía local de Bosa|15/05/2006|16/10/2006|1|NA|NA|2010-01-17T17:35:02Z|2010-04-08T21:22:56Z
67|398|Educacion y Conocimiento Catedrático Universidad Incca de Colombia|10/09/1986|02/06/1987|1|NA|NA|2010-01-17T17:34:58Z|2010-02-05T15:10:57Z
68|398|Estatal Gerente General Centrales Eléctricas de Nariño|01/02/1999|30/06/2000|1|NA|NA|2010-01-17T17:34:58Z|2010-02-05T15:10:57Z
868|2462|Articulos Industriales Jefe de Producción TRIMCO S.A.|NA|NA|1|NA|NA|2010-10-28T21:00:45Z|2010-10-28T21:00:45Z
45|313|Minerales Diseñador en Regulación Electrónica Sistinel Ltda|06/12/2005|06/12/2005|1|NA|NA|2010-01-17T17:34:58Z|2010-02-12T20:22:39Z
42|310|Estatal Gobernador Gobernación de Nariño|01/01/1982|31/12/1983|1|NA|NA|2010-01-17T17:34:58Z|2010-02-18T16:25:19Z
43|310|Estatal Alcalde Alcaldía de Pasto|01/01/1980|31/12/1981|1|NA|NA|2010-01-17T17:34:58Z|2010-02-18T16:25:19Z
26|11|Servicios de Salud Jefe Ginecología Hospital  Nuestra Señora del Rosario Riohacha|NA|NA|1|NA|NA|2010-01-13T18:12:17Z|2010-01-19T16:00:58Z
60|391|Educacion y Conocimiento Psicóloga Inem|22/12/1975|24/01/1983|1|NA|NA|2010-01-17T17:34:58Z|2010-01-27T19:47:07Z
61|391|Otros Servicios Directora Ejecutiva de la Asociación para la Promoción de las Artes Proartes|16/05/1983|18/09/1989|1|NA|NA|2010-01-17T17:34:58Z|2010-01-27T19:47:07Z
62|391|Otros Servicios Directora del Festival de Arte de Cali Proartes|17/03/1986|24/07/1989|1|NA|NA|2010-01-17T17:34:58Z|2010-01-27T19:47:07Z
65|398|Educacion y Conocimiento Director Regional Sena-Nariño|01/04/1995|31/08/1997|1|NA|NA|2010-01-17T17:34:58Z|2010-01-28T14:39:57Z
66|398|Educacion y Conocimiento Tutor Universidad Mariana|06/08/1993|11/12/1993|1|NA|NA|2010-01-17T17:34:58Z|2010-01-28T14:39:57Z
869|2462|Minerales Asesor Comercial Calizas y Granitos de Santander|NA|NA|1|NA|NA|2010-10-28T21:00:45Z|2010-10-28T21:00:45Z
565|357|Telecomunicaciones Director Radio santafe|NA|NA|1|NA|NA|2010-02-08T20:02:51Z|2010-02-08T20:02:51Z
566|357|Telecomunicaciones Moderador de La escalera Radio Super|NA|NA|1|NA|NA|2010-02-08T20:02:51Z|2010-02-08T20:02:51Z
567|357|Telecomunicaciones Conductor del programa La Luciérnaga Caracol|NA|NA|1|NA|NA|2010-02-08T20:02:51Z|2010-02-08T20:02:51Z
97|482|Estatal Asesor Ministro Ministerio de Agricultura|01/01/1998|31/12/1998|1|NA|NA|2010-01-17T17:34:58Z|2010-02-16T19:05:13Z
283|99|Estatal Miembro Junta Directiva Lotería de Manizales Municipio de Manizales|01/01/1981|31/12/1981|1|NA|NA|2010-01-17T17:35:01Z|2010-01-30T17:01:53Z
284|99|Estatal Miembro Junta Directiva Industria Licorera de Caldas Departamento de Caldas|01/01/1982|31/12/1982|1|NA|NA|2010-01-17T17:35:01Z|2010-01-30T17:01:53Z
285|99|Estatal Miembro Junta de Hacienda Valorización y Empresas Públicas de Manizales Municipio de Manizales|01/01/1972|31/12/1972|1|NA|NA|2010-01-17T17:35:01Z|2010-01-30T17:01:53Z
286|99|Estatal Subgerente Banco de Caldas Banco de Caldas|15/11/1968|31/12/1970|1|NA|NA|2010-01-17T17:35:01Z|2010-05-10T19:16:54Z
287|99|Estatal Secretario Hacienda Municipio de Manizales Municipio de Manizales|01/01/1972|31/12/1972|1|NA|NA|2010-01-17T17:35:01Z|2010-01-30T17:01:53Z
91|28|Estatal Viceministro Europa Asia África y Oceania Ministerio de Relaciones Exteriores|10/10/1995|13/09/1996|1|NA|NA|2010-01-17T17:34:58Z|2010-05-04T19:22:22Z
92|28|Estatal Cónsul General en Caracas Ministerio de Relaciones Exteriores|01/06/1992|05/11/1993|1|NA|NA|2010-01-17T17:34:58Z|2010-05-04T19:22:22Z
93|28|Estatal Consejero para las Comunicaciones Presidencia de la República|09/08/1994|09/10/1995|1|NA|NA|2010-01-17T17:34:58Z|2010-05-04T19:22:23Z
96|28|Estatal Embajador de Colombia ante el Gobierno de Grecia Ministerio de Relaciones Exteriores|01/10/1996|01/10/1997|1|NA|NA|2010-01-17T17:34:58Z|2010-05-04T19:22:23Z
73|441|Estatal Asesora Presidencia de la República Despacho del Alto Comisionado para la Paz|01/11/1998|01/08/1999|1|NA|NA|2010-01-17T17:34:58Z|2010-04-08T21:57:58Z
260|87|Estatal Concejal Concejo Municipal|01/01/1984|01/12/1988|1|NA|NA|2010-01-17T17:35:00Z|2010-02-03T16:42:55Z
119|512|Estatal Subgerente Incora|01/01/1998|31/12/2001|1|NA|NA|2010-01-17T17:34:59Z|2010-02-04T16:12:52Z
120|512|Estatal Director De Desarrollo Rural Ministerio de Agricultura|09/10/2001|09/01/2002|1|NA|NA|2010-01-17T17:34:59Z|2010-04-23T15:08:28Z
121|512|Otros Servicios Subgerente Inurbe|01/01/1994|31/12/1996|1|NA|NA|2010-01-17T17:34:59Z|2010-02-04T16:12:52Z
74|441|Estatal Vicepresidenta Comisión Primera Constitucional Permanente Cámara de Representantes|20/07/2007|20/07/2008|1|NA|NA|2010-01-17T17:34:58Z|2010-04-08T21:57:58Z
123|512|Vehiculos y otros medios de transporte Director Instituto Tránsito Huila|01/01/1992|31/12/1994|1|NA|NA|2010-01-17T17:34:59Z|2010-02-04T16:12:52Z
556|1406|Otros Servicios Asesor  Programa  de Créditos|01/01/2005|31/01/2010|1|NA|NA|2010-02-05T15:02:02Z|2010-08-18T15:38:08Z
557|1406|Otros Servicios Asesor  Programa  de Tenderos  Coordinador Programa  De Créditos Fundación  para el Desarrollo Económico del  Litoral  Pacífico  Fundelpacífico|01/01/1991|01/01/2000|1|NA|NA|2010-02-05T15:02:02Z|2010-08-18T15:38:08Z
870|2462|Otros Servicios Tesorero Acueducto Metropolitano de Bucaramanga S.A. E.S.P|NA|NA|1|NA|NA|2010-10-28T21:00:45Z|2010-10-28T21:00:45Z
871|2462|Educacion y Conocimiento Catedrático Área de Ciencia y Tecnología Universidad Santo Tomás|NA|NA|1|NA|NA|2010-10-28T21:00:45Z|2010-10-28T21:00:45Z
873|571|Estatal Gerente Empresa Antioqueña de Energía S.A. E.S.P. EADE.|01/01/1998|31/12/1998|1|NA|NA|2010-12-09T21:43:04Z|2010-12-09T21:43:04Z
846|753|Estatal Ministro Ministerio de Salud|01/01/1990|31/12/1990|1|NA|NA|2010-09-16T15:39:48Z|2010-09-16T15:39:48Z
847|748|Estatal Alto Comisionado para la Paz Alcaldía de Cali Valle del Cauca|01/01/1995|31/12/1997|1|NA|NA|2010-09-16T15:41:28Z|2010-09-16T15:41:28Z
872|405|Estatal Secretario Concejo de Cali Valle|01/01/1995|31/12/1997|1|NA|NA|2010-12-01T16:08:41Z|2010-12-01T16:08:41Z
849|679|Servicios de Salud Coordinador Neurocirugía Uniclínicas|01/01/1994|31/12/1995|1|NA|NA|2010-09-16T16:01:11Z|2010-09-16T16:01:11Z
850|679|Servicios de Salud Neurocirujano Clínica La Asunción Barranquilla|01/01/1994|31/12/1993|1|NA|NA|2010-09-16T16:01:11Z|2010-09-16T16:01:11Z
851|679|Servicios de Salud Neurocirujano Clínica General del Norte Barranquilla|01/01/1992|31/12/1992|1|NA|NA|2010-09-16T16:01:11Z|2010-09-16T16:01:11Z
852|679|Servicios de Salud Neurocirujano Sanatorio Lanus|01/01/1992|31/12/1992|1|NA|NA|2010-09-16T16:01:11Z|2010-09-16T16:01:11Z
127|547|Otros Servicios Consejero Intendencial Periodos Constitucionales Consejo Intendencial|01/01/1986|31/12/1991|1|NA|NA|2010-01-17T17:34:59Z|2010-01-22T17:52:05Z
128|547|Otros Servicios Presidente del Consejo Intendencial de San Andres Y Providencia Consejo Intendencial De San Andr?S Y Providencia|01/01/1988|31/12/1989|1|NA|NA|2010-01-17T17:34:59Z|2010-01-22T17:52:05Z
129|547|Estatal Miembro de la Comisión del Archipielago de San Andrés ante la Asamblea Nal Constituyente Asamblea Nacional Constituyente|01/01/1991|31/12/1991|1|NA|NA|2010-01-17T17:34:59Z|2010-01-22T17:52:05Z
130|547|Estatal Director del Instituto de Seguros Sociales De San Andrés Islas Seguros Sociales|01/01/1979|31/12/1985|1|NA|NA|2010-01-17T17:34:59Z|2010-01-22T17:52:05Z
105|494|Telecomunicaciones Gerente Gerencia Teletolima|01/01/1983|31/12/1989|1|NA|NA|2010-01-17T17:34:59Z|2010-01-25T16:48:16Z
106|494|Otros Servicios Director Directorio Planeación De Ibague|01/01/1972|31/12/1973|1|NA|NA|2010-01-17T17:34:59Z|2010-01-25T16:48:16Z
107|494|Estatal Secretario Secretaría Planeación De Tolima|01/01/1978|31/12/1980|1|NA|NA|2010-01-17T17:34:59Z|2010-01-25T16:48:16Z
124|519|Estatal Asistente Senado|01/01/1978|31/12/1986|1|NA|NA|2010-01-17T17:34:59Z|2010-01-27T17:02:02Z
110|511|Estatal Diputado Asamblea Departamental del Huila|01/01/1982|30/12/1984|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T20:46:24Z
111|511|Educacion y Conocimiento Vicepresidente Confederación de Educadores Americanos|01/01/1992|30/12/1994|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T20:46:24Z
112|511|Educacion y Conocimiento Miembro Fondo Nacional de Prestaciones Sociales del Magisterio|01/01/1990|30/12/1994|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T20:46:24Z
115|511|Estatal Vicepresidente Senado de la Republica|20/07/1999|20/07/2000|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T20:46:24Z
225|843|Estatal Director (Villeta) Corporación Autónoma CAR|01/01/1995|31/12/1997|1|NA|NA|2010-01-17T17:35:00Z|2010-05-05T15:21:23Z
226|843|Estatal Revisor Fiscal Contraloría Cundinamarca|01/01/1978|31/12/1982|1|NA|NA|2010-01-17T17:35:00Z|2010-02-05T16:35:01Z
568|1618|Estatal Asistente de la Gerencia General INURBE|01/11/1990|01/11/1991|1|NA|NA|2010-02-09T00:00:29Z|2010-02-09T00:00:29Z
569|1618|Educacion y Conocimiento Consultura e Investigadora UNESCO|30/06/1998|30/06/2004|1|NA|NA|2010-02-09T00:00:33Z|2010-02-09T00:00:33Z
166|623|Estatal Secretario Gobierno Gobernación del Meta|01/01/1982|31/12/1983|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:05:58Z
258|87|Otros Servicios Consultora En Salud Programa de Mejoramiento. Banco Interamericano de Desarrollo - Bid|01/01/1999|01/06/1999|1|NA|NA|2010-01-17T17:35:00Z|2010-05-10T20:43:40Z
259|87|Estatal Senadora Senado de la República|01/01/2002|01/12/2006|1|NA|NA|2010-01-17T17:35:00Z|2010-04-07T17:03:50Z
261|87|Estatal Alcaldesa Alcaldía de Guacarí|01/01/1992|31/12/1994|1|NA|NA|2010-01-17T17:35:00Z|2010-04-07T17:03:50Z
262|87|Estatal Secretaria de Salud Departamental Gobernación del Valle Del Cauca|01/01/1995|31/12/1997|1|NA|NA|2010-01-17T17:35:00Z|2010-05-10T20:43:40Z
156|601|Servicios de Salud Médico General Clínica ISS Santa Gertrudis de Envigado Antioquia|01/08/1989|01/06/1990|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:13:24Z
157|601|Servicios de Salud Médico Rural y Director (E) Hospital Girardota Antioquia|01/08/1987|31/08/1988|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:13:24Z
502|249|Servicios de Salud Secretario de Salud Gobernación del Magdalena|01/01/1996|31/12/1997|1|NA|NA|2010-01-30T20:41:15Z|2010-01-30T20:41:15Z
515|1624|Medio Ambiente Director General CORPONOR|01/01/2004|31/12/2006|1|NA|NA|2010-02-02T22:52:58Z|2010-02-02T22:52:58Z
516|1624|Medio Ambiente Gerente Plan Nacional de Desarrollo Forestal|01/02/2002|30/12/2002|1|NA|NA|2010-02-02T22:52:58Z|2010-02-02T22:52:58Z
517|1624|Educacion y Conocimiento Rector Vicerrector Decano y Profesor Universidad Distrital|02/11/1983|31/05/1999|1|NA|NA|2010-02-02T22:52:58Z|2010-02-02T22:52:58Z
57|7|Estatal Director Valorización Municipio de Armenia|11/12/1986|21/12/1987|1|NA|NA|2010-01-17T17:34:58Z|2010-04-30T20:12:51Z
538|1446|Textiles y Confecciones Presidente Lizarazo Felpas|1001-10-16|31/10/2005|1|NA|NA|2010-02-04T15:36:44Z|2010-02-04T15:36:44Z
570|1618|Estatal Asesora Secretaria de Integración Social Bogotá|01/04/2008|01/08/2009|1|NA|NA|2010-02-09T00:00:33Z|2010-02-09T00:00:33Z
158|601|Servicios de Salud Medico Rural Municipio de Girardota Antioquia|01/08/1987|01/08/1988|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:13:24Z
147|591|Estatal Viceministro Ministerio de Gobierno|01/01/1990|31/12/1991|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:19:22Z
295|1063|Otros Servicios Gerente Lsa Andina de Chile S.A|01/10/2003|31/03/2004|1|NA|NA|2010-01-17T17:35:01Z|2010-05-20T22:09:28Z
543|1419|Estatal Asesora diseño arreglo institucional Agenda Interna de Competitividad BOT Ltda. Consultores  – PNUD|02/01/2006|29/06/2006|1|NA|NA|2010-02-04T16:32:09Z|2010-02-04T16:32:09Z
544|1419|Estatal Investigadora “Diseño de una propuesta de competitividad para cuatro regiones del departamento Cundinamarca” Centro de Estudios para el Desarrollo Económico. Universidad de los Andes|01/03/2004|30/06/2004|1|NA|NA|2010-02-04T16:32:09Z|2010-02-04T16:32:09Z
546|1419|Estatal Colsultora Fundación Ideas para la Paz – Fundación Ford. BOGOTA - USAID|03/08/2004|23/08/2005|1|NA|NA|2010-02-04T16:32:09Z|2010-02-04T16:32:09Z
545|1419|Estatal Directora “Diseño de un sistema de instrumentos e incentivos para el desarrollo empresarial y la creación de empresas” DAPD Universidad de los Andes. Centro de Estudios para el Desarrollo Económico.|02/02/2004|23/09/2004|1|NA|NA|2010-02-04T16:32:09Z|2010-02-04T16:42:08Z
148|591|Estatal Ministro Ministerio Justicia|01/01/1991|31/12/1994|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:19:22Z
149|591|Estatal Gobernador Gobernación de Cundinamarca|01/01/1991|31/12/1992|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:19:22Z
169|289|Otros Servicios Indefinido Fenalco Risaralda|01/01/1988|31/12/1990|1|NA|NA|2010-01-17T17:34:59Z|2010-05-03T21:40:04Z
170|289|Estatal Secretario Secretaría de Gobierno de Risaralda|01/01/1980|31/12/1981|1|NA|NA|2010-01-17T17:34:59Z|2010-05-03T21:40:04Z
180|706|Estatal Alcalde Municipal de Armenia Departamento del Quindío|29/08/1983|08/09/1984|1|NA|NA|2010-01-17T17:34:59Z|2010-05-04T18:41:12Z
181|706|Estatal Director de Valorización Departamental Departamento del Quindío|11/07/1980|23/07/1981|1|NA|NA|2010-01-17T17:34:59Z|2010-05-04T18:41:12Z
150|591|Estatal Asesor Presidencia de la República|01/01/1979|31/12/1982|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:19:22Z
151|591|Estatal Secretario de Educación Gobernación de Cundinamarca|01/01/1982|31/12/1983|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:19:22Z
145|582|Estatal Ministro de Transporte Ministerio de Transporte|01/01/1994|31/12/1996|1|NA|NA|2010-01-17T17:34:59Z|2010-05-19T16:24:29Z
162|612|Otros Servicios Presidenta Comité Intergremial de Caldas|26/05/1996|27/06/1997|1|NA|NA|2010-01-17T17:34:59Z|2010-05-03T20:33:54Z
75|441|Estatal Directora Ejecutiva (Organización y Coordinación Campaña Alvaro Uribe Vélez) Asociación Primero Colombia|01/09/2000|06/07/2001|1|NA|NA|2010-01-17T17:34:58Z|2010-04-08T21:57:58Z
364|1234|Estatal Ministra Ministerio de Comercio Exterior|01/08/1998|15/06/2002|1|NA|NA|2010-01-17T17:35:01Z|2010-05-24T21:58:00Z
164|615|Estatal Subdirector Administrativo Y Financiero Incomex|04/01/1982|03/12/1985|1|NA|NA|2010-01-17T17:34:59Z|2010-02-09T19:48:04Z
582|1805|Articulos de hogar oficina hoteles y hospitales Presidente Industrias Spring|05/02/1979|11/02/2010|1|NA|NA|2010-02-11T18:36:07Z|2010-02-11T18:36:07Z
365|1234|Estatal Ministra Ministerio de Defensa|01/08/2002|10/11/2003|1|NA|NA|2010-01-17T17:35:01Z|2010-05-24T21:58:00Z
366|1234|Estatal Embajadora De Colombia En Francia Ministerio de Relaciones Exteriores|01/02/2002|25/07/2002|1|NA|NA|2010-01-17T17:35:01Z|2010-05-24T21:58:00Z
853|679|Servicios de Salud Neurocirujano Hospital Eva Perón|01/01/1990|01/01/1992|1|NA|NA|2010-09-16T16:01:11Z|2010-09-16T16:01:11Z
368|1234|Otros Servicios Presidenta Ejecutiva Invercolsa|01/01/1997|30/06/1998|1|NA|NA|2010-01-17T17:35:01Z|2010-02-05T15:35:33Z
183|721|Otros Servicios Representante a la Camara Cámara de Representantes|07/01/2002|22/12/2006|1|NA|NA|2010-01-17T17:34:59Z|2010-05-04T19:00:21Z
219|834|Estatal Secretario Privado Gobernación de Antioquia|15/11/1995|20/10/1997|1|NA|NA|2010-01-17T17:35:00Z|2010-01-25T21:57:54Z
220|834|Estatal Vicepresidente Federación Colombiana de Municipios|22/04/1992|08/05/1994|1|NA|NA|2010-01-17T17:35:00Z|2010-01-25T21:57:54Z
221|834|Estatal Secretario Departamental de Desarrollo Gobernación de Antioquia|22/04/1990|20/10/1991|1|NA|NA|2010-01-17T17:35:00Z|2010-01-25T21:57:54Z
193|793|Estatal Asesora de la Representante María Isabel Rueda Cámara de Representantes|01/01/1998|31/12/2000|1|NA|NA|2010-01-17T17:35:00Z|2010-01-26T16:45:02Z
184|756|Otros Servicios Vicepresidente Administrativo Coltefinanciera S.A.|05/09/1996|31/07/1997|1|NA|NA|2010-01-17T17:34:59Z|2010-01-26T17:21:16Z
185|756|Estatal Subjefe de Gabinete y Asesor Especial del Secretario General Organización de los Estados Américanos O.E.A|12/11/1994|12/07/1996|1|NA|NA|2010-01-17T17:34:59Z|2010-05-04T20:07:25Z
186|756|Estatal Subsecretario General Presidencia de la Répública de Colombia|01/01/1993|06/08/1994|1|NA|NA|2010-01-17T17:34:59Z|2010-01-26T17:21:16Z
187|756|Estatal Director Regional Instituto Colombiano de Bienestar Famliar|01/12/1986|06/11/1988|1|NA|NA|2010-01-17T17:34:59Z|2010-09-14T19:25:52Z
76|441|Estatal Asesora del Subsecretario General Presidencia de la República|01/11/1990|01/08/1991|1|NA|NA|2010-01-17T17:34:58Z|2010-04-08T21:57:58Z
222|842|Otros Servicios Gerente Caja de Previsión Departamental - Boyacá|10/06/1978|01/11/1979|1|NA|NA|2010-01-17T17:35:00Z|2010-01-26T19:35:56Z
223|842|Estatal Director Coldeportes Boyacá|10/02/1976|20/04/1977|1|NA|NA|2010-01-17T17:35:00Z|2010-01-26T19:35:56Z
224|842|Estatal Gerente Instituto Nacional de Tránsito de Boyacá|01/06/1982|20/11/1983|1|NA|NA|2010-01-17T17:35:00Z|2010-01-26T19:35:56Z
208|814|Otros Servicios Consultor Internacional Chemonics International Inc|01/01/2000|31/12/2000|1|NA|NA|2010-01-17T17:35:00Z|2010-01-27T16:17:00Z
209|814|Estatal Secretario General Ministerio de Agricultura|01/01/1987|31/12/1988|1|NA|NA|2010-01-17T17:35:00Z|2010-01-27T16:17:00Z
210|814|Estatal Gerente General Centro de Convenciones Gonzalo Jimenez De Quesada - Proexpo|01/01/1986|31/12/1987|1|NA|NA|2010-01-17T17:35:00Z|2010-01-27T16:17:00Z
211|814|Estatal Director Adminstrativo Ministerio de Desarrollo Economico|01/01/1985|31/12/1986|1|NA|NA|2010-01-17T17:35:00Z|2010-01-27T16:17:00Z
212|814|Estatal Director Administrativo Ministerio de Desarrollo y Agricultura|01/01/1983|31/12/1985|1|NA|NA|2010-01-17T17:35:00Z|2010-01-27T16:17:00Z
213|814|Estatal Agente Fiscal Del Departamento Del Cesar En Bogot Gobernación del  Departamento Del Cesar|01/01/1982|31/12/1983|1|NA|NA|2010-01-17T17:35:00Z|2010-01-27T16:17:00Z
